,listing_id,damage,make,model,full_label,est_value,year,image1,image2,image3
146,23177038,0,3,78,130,20032,2014,"[[[ 69 133 181]
  [ 71 135 183]
  [ 69 133 181]
  ...
  [ 63 115 175]
  [ 63 115 175]
  [ 63 115 175]]

 [[ 72 133 182]
  [ 72 134 183]
  [ 72 133 182]
  ...
  [ 63 115 175]
  [ 63 115 175]
  [ 63 115 175]]

 [[ 76 133 183]
  [ 75 133 183]
  [ 76 133 183]
  ...
  [ 64 116 174]
  [ 64 116 174]
  [ 64 116 174]]

 ...

 [[185 185 169]
  [151 151 135]
  [166 166 150]
  ...
  [ 92  92  84]
  [ 88  88  80]
  [143 143 135]]

 [[172 173 157]
  [112 114  98]
  [ 94  95  79]
  ...
  [ 74  71  62]
  [ 57  54  45]
  [139 135 126]]

 [[162 163 147]
  [142 143 127]
  [128 129 113]
  ...
  [142 138 127]
  [ 83  79  68]
  [ 99  95  84]]]","[[[ 48 109 166]
  [ 47 108 165]
  [ 46 107 164]
  ...
  [ 54 112 175]
  [ 54 112 175]
  [ 54 112 175]]

 [[ 50 108 166]
  [ 50 107 166]
  [ 49 107 165]
  ...
  [ 54 112 175]
  [ 54 112 175]
  [ 54 112 175]]

 [[ 53 106 166]
  [ 53 106 166]
  [ 53 107 166]
  ...
  [ 54 112 175]
  [ 54 112 175]
  [ 54 112 175]]

 ...

 [[180 180 168]
  [155 155 143]
  [151 151 139]
  ...
  [ 53  72 102]
  [ 44  63  93]
  [ 34  53  83]]

 [[132 132 120]
  [156 156 144]
  [156 156 144]
  ...
  [ 53  72 102]
  [ 38  57  87]
  [ 25  44  74]]

 [[117 117 105]
  [144 144 132]
  [137 137 125]
  ...
  [ 45  64  94]
  [ 45  64  94]
  [ 43  62  92]]]","[[[167 208 230]
  [167 208 230]
  [167 208 230]
  ...
  [182 216 241]
  [182 216 241]
  [182 216 241]]

 [[168 208 230]
  [168 208 230]
  [168 208 230]
  ...
  [182 216 241]
  [182 216 241]
  [182 216 241]]

 [[169 207 230]
  [169 207 230]
  [169 207 230]
  ...
  [182 216 241]
  [182 216 241]
  [182 216 241]]

 ...

 [[116 114  92]
  [ 96  93  73]
  [ 43  40  25]
  ...
  [121 138 159]
  [115 132 152]
  [109 126 146]]

 [[102 100  77]
  [ 90  88  68]
  [ 99  96  80]
  ...
  [108 124 147]
  [106 122 145]
  [106 122 145]]

 [[126 124 101]
  [ 77  75  55]
  [ 89  85  70]
  ...
  [ 75  91 114]
  [ 83  99 122]
  [ 99 115 138]]]"
147,23403459,0,3,79,131,14908,1975,"[[[ 90 103  35]
  [ 97 113  29]
  [102 120  38]
  ...
  [ 89  96  43]
  [ 92 100  37]
  [112 122  51]]

 [[ 69  79  28]
  [113 127  49]
  [ 98 116  33]
  ...
  [ 88  92  41]
  [100 104  45]
  [109 115  49]]

 [[ 64  72  30]
  [ 90 102  36]
  [ 91 108  28]
  ...
  [ 90  89  41]
  [ 88  88  35]
  [ 99 100  41]]

 ...

 [[ 56  77 104]
  [ 57  78 105]
  [ 56  77 104]
  ...
  [ 57  78 107]
  [ 56  78 109]
  [ 56  79 111]]

 [[ 54  75 102]
  [ 53  74 101]
  [ 53  74 101]
  ...
  [ 53  74 102]
  [ 53  75 106]
  [ 53  76 108]]

 [[ 56  77 104]
  [ 53  74 101]
  [ 53  74 101]
  ...
  [ 51  72 100]
  [ 52  74 105]
  [ 52  75 107]]]","[[[136 180 218]
  [ 75 114 148]
  [128 162 190]
  ...
  [ 52  67  29]
  [ 48  62  25]
  [ 57  71  33]]

 [[ 70 112 145]
  [128 166 195]
  [145 179 202]
  ...
  [ 50  63  28]
  [ 42  54  19]
  [ 49  60  25]]

 [[141 180 204]
  [138 174 195]
  [ 31  66  81]
  ...
  [ 48  57  26]
  [ 35  43  13]
  [ 51  58  28]]

 ...

 [[ 97 111 114]
  [ 95 108 112]
  [ 84  97 102]
  ...
  [124 142 164]
  [118 136 158]
  [117 135 157]]

 [[ 98 111 115]
  [ 91 104 109]
  [ 81  94 101]
  ...
  [123 141 163]
  [122 140 162]
  [117 135 157]]

 [[103 116 121]
  [ 93 106 112]
  [ 90 103 110]
  ...
  [120 138 160]
  [117 135 157]
  [118 136 158]]]","[[[165 156  62]
  [151 136  64]
  [143 126  66]
  ...
  [116 113  79]
  [162 157 118]
  [135 132  92]]

 [[165 158  79]
  [174 162  99]
  [155 142  84]
  ...
  [ 97  94  62]
  [136 131  96]
  [130 125  91]]

 [[140 133  66]
  [157 148  90]
  [161 154  93]
  ...
  [108 105  77]
  [138 132 105]
  [113 108  83]]

 ...

 [[ 85  99 110]
  [ 88 102 113]
  [ 90 104 115]
  ...
  [ 64  93 123]
  [ 81 110 140]
  [ 89 118 148]]

 [[ 93 107 117]
  [103 117 127]
  [ 86 100 110]
  ...
  [ 83 112 142]
  [ 87 116 146]
  [ 90 119 149]]

 [[ 91 104 114]
  [ 81  94 103]
  [ 83  97 106]
  ...
  [ 94 123 153]
  [ 91 120 150]
  [ 92 121 151]]]"
148,23481649,2,3,72,132,26250,2013,"[[[204 207 216]
  [205 208 217]
  [205 208 217]
  ...
  [180 192 204]
  [171 183 195]
  [156 168 180]]

 [[207 210 219]
  [207 210 219]
  [206 209 218]
  ...
  [150 162 174]
  [157 170 182]
  [169 181 193]]

 [[206 209 218]
  [206 209 218]
  [206 210 219]
  ...
  [195 206 218]
  [194 205 217]
  [194 205 217]]

 ...

 [[118  94  66]
  [123  99  71]
  [135 111  83]
  ...
  [139 113  88]
  [144 118  93]
  [144 118  93]]

 [[125 101  73]
  [131 107  79]
  [137 113  85]
  ...
  [141 115  90]
  [145 119  94]
  [146 120  95]]

 [[140 116  88]
  [141 117  89]
  [142 118  90]
  ...
  [141 115  90]
  [145 119  94]
  [151 125 100]]]","[[[195 202 212]
  [196 203 213]
  [197 204 214]
  ...
  [204 214 226]
  [206 216 228]
  [206 216 228]]

 [[192 199 209]
  [193 200 210]
  [194 201 211]
  ...
  [206 216 228]
  [205 215 227]
  [205 215 227]]

 [[192 199 209]
  [193 200 210]
  [194 201 211]
  ...
  [203 213 225]
  [201 211 223]
  [199 209 221]]

 ...

 [[111  89  66]
  [107  85  62]
  [108  86  63]
  ...
  [120  95  73]
  [128 103  81]
  [119  94  72]]

 [[106  81  59]
  [103  78  56]
  [103  78  56]
  ...
  [111  86  64]
  [126 101  79]
  [117  92  70]]

 [[111  86  64]
  [103  78  56]
  [101  76  54]
  ...
  [107  82  60]
  [108  83  61]
  [105  80  58]]]","[[[210 215 219]
  [210 215 219]
  [210 215 219]
  ...
  [240 247 254]
  [239 246 254]
  [238 245 253]]

 [[210 215 219]
  [210 215 219]
  [210 215 219]
  ...
  [236 243 252]
  [235 242 251]
  [235 242 251]]

 [[209 214 218]
  [209 214 218]
  [209 214 218]
  ...
  [236 243 253]
  [235 242 252]
  [234 241 251]]

 ...

 [[ 75  66  50]
  [ 83  72  55]
  [ 83  71  54]
  ...
  [126 108  88]
  [128 110  90]
  [130 112  92]]

 [[ 82  73  56]
  [ 81  70  53]
  [ 75  63  45]
  ...
  [125 107  87]
  [128 110  90]
  [132 114  94]]

 [[ 86  77  60]
  [ 81  70  53]
  [ 80  69  51]
  ...
  [125 107  87]
  [128 110  90]
  [131 113  93]]]"
149,23799119,0,3,74,133,28995,2017,"[[[225 227 224]
  [211 213 210]
  [197 199 196]
  ...
  [156 161 154]
  [161 166 159]
  [187 192 185]]

 [[206 208 205]
  [208 210 207]
  [215 217 214]
  ...
  [125 129 122]
  [ 99 102  96]
  [137 140 134]]

 [[211 213 210]
  [211 213 210]
  [200 202 199]
  ...
  [125 127 123]
  [137 139 135]
  [154 156 152]]

 ...

 [[234 235 239]
  [235 236 240]
  [234 235 239]
  ...
  [229 233 232]
  [227 231 230]
  [227 231 230]]

 [[234 235 239]
  [235 236 240]
  [234 235 239]
  ...
  [225 229 228]
  [222 226 225]
  [223 227 226]]

 [[234 235 239]
  [235 236 240]
  [234 235 239]
  ...
  [223 227 226]
  [220 224 223]
  [222 226 225]]]","[[[193 197 196]
  [198 202 201]
  [209 213 212]
  ...
  [227 231 232]
  [227 231 232]
  [227 231 232]]

 [[242 246 245]
  [240 244 243]
  [239 243 242]
  ...
  [227 231 232]
  [227 231 232]
  [227 231 232]]

 [[244 248 247]
  [244 248 247]
  [244 248 247]
  ...
  [227 231 232]
  [227 231 232]
  [227 231 232]]

 ...

 [[214 217 222]
  [212 215 220]
  [212 215 220]
  ...
  [175 177 176]
  [177 179 178]
  [160 162 161]]

 [[212 215 220]
  [207 210 215]
  [199 202 207]
  ...
  [124 126 125]
  [127 129 128]
  [117 119 118]]

 [[204 207 212]
  [203 206 211]
  [199 202 207]
  ...
  [ 96  98  97]
  [ 95  97  96]
  [103 105 104]]]","[[[132 130 108]
  [174 171 151]
  [219 216 200]
  ...
  [252 253 247]
  [252 253 247]
  [252 253 247]]

 [[134 132 110]
  [172 169 149]
  [219 216 201]
  ...
  [252 253 249]
  [252 253 249]
  [252 253 249]]

 [[136 134 111]
  [166 164 144]
  [216 213 197]
  ...
  [252 252 251]
  [252 252 251]
  [252 252 251]]

 ...

 [[220 225 228]
  [216 221 224]
  [220 225 228]
  ...
  [241 244 237]
  [243 245 240]
  [245 246 244]]

 [[230 237 240]
  [224 231 234]
  [226 232 235]
  ...
  [241 245 238]
  [243 245 244]
  [245 246 250]]

 [[234 243 246]
  [232 241 244]
  [239 247 250]
  ...
  [240 246 238]
  [242 246 247]
  [244 247 253]]]"
150,24070519,0,3,80,134,20406,2017,"[[[104  82  71]
  [114  92  81]
  [118  96  85]
  ...
  [107  97  88]
  [ 98  88  79]
  [ 95  85  76]]

 [[ 97  76  65]
  [110  89  78]
  [120  99  88]
  ...
  [ 90  80  71]
  [ 98  88  79]
  [100  90  81]]

 [[ 99  79  68]
  [109  89  78]
  [112  92  81]
  ...
  [ 94  84  75]
  [101  91  82]
  [ 89  79  70]]

 ...

 [[120 107  91]
  [121 108  92]
  [114 101  85]
  ...
  [171 168 153]
  [170 167 152]
  [175 172 157]]

 [[118 105  89]
  [121 108  92]
  [116 103  87]
  ...
  [172 169 154]
  [168 165 150]
  [174 171 156]]

 [[117 104  88]
  [120 107  91]
  [119 106  90]
  ...
  [174 171 156]
  [178 175 160]
  [172 169 154]]]","[[[240 243 251]
  [241 244 252]
  [240 243 251]
  ...
  [ 90  82  66]
  [ 95  85  70]
  [102  90  76]]

 [[245 248 254]
  [247 250 255]
  [248 251 255]
  ...
  [103  94  79]
  [105  93  79]
  [111  98  84]]

 [[246 250 253]
  [248 252 254]
  [251 255 255]
  ...
  [109  99  84]
  [112 100  86]
  [118 105  91]]

 ...

 [[186 182 170]
  [186 182 170]
  [184 180 168]
  ...
  [184 181 166]
  [181 178 163]
  [182 179 164]]

 [[188 184 172]
  [186 182 170]
  [177 173 161]
  ...
  [179 176 161]
  [183 180 165]
  [180 177 162]]

 [[180 176 164]
  [178 174 162]
  [174 170 158]
  ...
  [177 174 159]
  [173 170 155]
  [176 173 158]]]","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [211 215 226]
  [212 216 227]
  [216 220 231]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [212 216 227]
  [219 223 234]
  [219 223 235]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [223 227 237]
  [229 233 244]
  [226 230 241]]

 ...

 [[191 182 173]
  [189 180 171]
  [185 176 167]
  ...
  [148 135 119]
  [153 138 122]
  [163 147 131]]

 [[185 176 167]
  [186 177 168]
  [186 177 168]
  ...
  [158 148 133]
  [151 139 124]
  [152 139 125]]

 [[186 177 168]
  [184 175 166]
  [182 173 164]
  ...
  [156 148 135]
  [156 146 134]
  [158 147 135]]]"
151,24565669,0,3,81,135,1998,2000,"[[[208 207 212]
  [207 207 207]
  [206 207 203]
  ...
  [115 109  95]
  [124 118 104]
  [135 129 115]]

 [[208 207 212]
  [207 207 207]
  [206 207 203]
  ...
  [124 118 104]
  [119 113  99]
  [116 110  96]]

 [[208 207 212]
  [207 207 207]
  [206 207 203]
  ...
  [155 147 134]
  [147 140 126]
  [139 132 118]]

 ...

 [[144 137 121]
  [142 135 119]
  [153 147 131]
  ...
  [158 159 143]
  [146 144 129]
  [151 148 133]]

 [[144 138 122]
  [170 164 148]
  [170 164 148]
  ...
  [175 175 161]
  [176 172 158]
  [173 166 152]]

 [[170 164 148]
  [173 167 151]
  [165 159 143]
  ...
  [145 145 131]
  [178 172 160]
  [180 170 160]]]","[[[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [199 197 198]
  [198 196 197]
  [200 198 199]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [199 197 198]
  [197 195 196]
  [199 197 198]]

 [[254 254 252]
  [254 254 252]
  [254 254 252]
  ...
  [198 196 197]
  [197 195 196]
  [199 197 198]]

 ...

 [[121 117 105]
  [114 110  98]
  [138 134 122]
  ...
  [150 142 129]
  [155 147 134]
  [154 146 133]]

 [[148 144 132]
  [105 101  89]
  [175 171 159]
  ...
  [161 153 140]
  [151 143 131]
  [156 148 135]]

 [[144 140 128]
  [121 117 105]
  [180 176 164]
  ...
  [177 169 158]
  [166 158 147]
  [167 159 148]]]","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [251 251 251]
  [252 252 252]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [251 251 251]
  [252 252 252]
  [253 253 253]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [248 248 248]
  [249 249 249]
  [249 249 249]]

 ...

 [[181 172 157]
  [182 173 158]
  [186 177 162]
  ...
  [134 125  96]
  [139 130 101]
  [136 127  98]]

 [[183 174 159]
  [184 175 160]
  [187 178 163]
  ...
  [139 130 101]
  [140 131 102]
  [140 131 102]]

 [[184 175 160]
  [181 172 157]
  [180 171 156]
  ...
  [141 132 103]
  [138 129 100]
  [137 128  99]]]"
152,24655429,10,3,82,136,30966,1959,"[[[247 253 253]
  [247 253 253]
  [247 253 253]
  ...
  [151 167 182]
  [147 163 178]
  [154 170 185]]

 [[247 253 253]
  [247 253 253]
  [247 253 253]
  ...
  [151 167 182]
  [147 163 178]
  [154 170 185]]

 [[247 253 253]
  [247 253 253]
  [247 253 253]
  ...
  [151 167 182]
  [148 164 179]
  [154 170 185]]

 ...

 [[ 88  94 108]
  [ 88  94 108]
  [ 88  94 108]
  ...
  [ 96  97  91]
  [106 107 102]
  [ 89  90  84]]

 [[ 88  94 108]
  [ 88  94 108]
  [ 88  94 108]
  ...
  [ 78  79  74]
  [ 97  98  93]
  [102 103  98]]

 [[ 88  94 108]
  [ 88  94 108]
  [ 88  94 108]
  ...
  [ 68  69  64]
  [ 80  81  76]
  [ 79  80  75]]]","[[[220 224 233]
  [228 232 241]
  [225 229 238]
  ...
  [225 228 235]
  [226 229 236]
  [225 228 235]]

 [[221 224 233]
  [227 230 239]
  [225 229 238]
  ...
  [224 227 234]
  [225 228 235]
  [224 227 234]]

 [[221 224 231]
  [223 226 234]
  [225 228 235]
  ...
  [221 225 233]
  [223 226 235]
  [221 225 233]]

 ...

 [[ 62  67  78]
  [ 76  81  92]
  [ 75  81  91]
  ...
  [ 58  68  69]
  [ 63  71  73]
  [ 37  45  47]]

 [[ 83  86 100]
  [ 77  81  94]
  [ 57  60  74]
  ...
  [ 55  66  67]
  [ 46  55  57]
  [ 35  44  46]]

 [[ 90  93 108]
  [ 87  90 105]
  [ 72  75  90]
  ...
  [ 54  64  66]
  [ 39  48  50]
  [ 38  48  51]]]","[[[253 255 254]
  [253 255 254]
  [253 255 254]
  ...
  [246 255 254]
  [246 255 254]
  [246 255 254]]

 [[253 255 254]
  [253 255 254]
  [253 255 254]
  ...
  [247 255 254]
  [247 255 254]
  [247 255 254]]

 [[253 255 254]
  [253 255 254]
  [253 255 254]
  ...
  [248 254 254]
  [248 254 254]
  [248 254 254]]

 ...

 [[ 86  87  73]
  [ 82  83  69]
  [ 82  83  69]
  ...
  [ 90  75  56]
  [ 91  76  57]
  [ 94  79  60]]

 [[ 87  88  74]
  [ 85  86  72]
  [ 87  88  74]
  ...
  [ 84  69  49]
  [ 82  67  47]
  [ 89  74  54]]

 [[ 77  78  64]
  [ 77  78  64]
  [ 79  80  66]
  ...
  [ 91  76  55]
  [ 96  81  60]
  [ 97  82  61]]]"
153,24722549,10,3,72,137,23742,2015,"[[[202 216 227]
  [196 211 221]
  [194 212 220]
  ...
  [152 183 199]
  [159 190 205]
  [163 194 207]]

 [[200 215 225]
  [195 212 222]
  [194 212 221]
  ...
  [198 221 227]
  [204 227 231]
  [205 229 232]]

 [[194 211 221]
  [192 210 220]
  [191 208 219]
  ...
  [217 231 226]
  [216 230 223]
  [214 228 220]]

 ...

 [[ 72  77  80]
  [ 65  70  73]
  [ 50  55  58]
  ...
  [140 109  75]
  [124  93  59]
  [137 106  72]]

 [[ 59  64  67]
  [ 54  59  62]
  [ 42  47  50]
  ...
  [184 159 127]
  [167 142 110]
  [148 123  91]]

 [[ 63  68  71]
  [ 50  55  58]
  [ 43  48  51]
  ...
  [188 166 136]
  [185 162 133]
  [176 154 124]]]","[[[216 230 244]
  [213 230 243]
  [210 230 242]
  ...
  [151 218 247]
  [150 219 245]
  [152 222 246]]

 [[210 223 242]
  [206 221 239]
  [201 219 236]
  ...
  [163 218 242]
  [183 232 252]
  [194 241 255]]

 [[199 218 245]
  [194 215 241]
  [188 211 237]
  ...
  [184 222 239]
  [209 234 248]
  [221 239 252]]

 ...

 [[224 214 179]
  [228 218 183]
  [214 204 169]
  ...
  [243 237 205]
  [236 230 198]
  [239 233 201]]

 [[199 190 154]
  [228 218 183]
  [215 205 170]
  ...
  [236 230 198]
  [228 222 190]
  [236 230 198]]

 [[214 206 170]
  [223 215 179]
  [226 218 182]
  ...
  [224 218 186]
  [228 222 190]
  [235 229 197]]]","[[[247 252 246]
  [236 241 235]
  [234 239 233]
  ...
  [247 252 246]
  [247 252 246]
  [247 252 246]]

 [[248 253 247]
  [234 239 233]
  [230 235 229]
  ...
  [247 252 246]
  [247 252 246]
  [247 252 246]]

 [[247 252 246]
  [244 249 243]
  [239 244 238]
  ...
  [247 252 246]
  [247 252 246]
  [247 252 246]]

 ...

 [[131 132 111]
  [145 147 126]
  [148 150 130]
  ...
  [159 170 176]
  [157 168 174]
  [159 170 176]]

 [[139 144 121]
  [155 160 138]
  [151 158 140]
  ...
  [159 170 176]
  [157 168 174]
  [159 170 176]]

 [[136 144 119]
  [137 146 123]
  [138 147 130]
  ...
  [159 170 176]
  [161 172 178]
  [159 170 176]]]"
154,24769698,2,3,83,138,30310,2003,"[[[149 195 229]
  [149 195 229]
  [149 195 229]
  ...
  [148 203 241]
  [148 203 241]
  [148 203 241]]

 [[149 195 229]
  [149 195 229]
  [149 195 229]
  ...
  [148 202 237]
  [148 202 237]
  [148 202 237]]

 [[150 196 230]
  [150 196 230]
  [150 196 230]
  ...
  [153 203 236]
  [153 203 236]
  [153 203 236]]

 ...

 [[164 153 131]
  [159 148 127]
  [168 157 134]
  ...
  [ 43  58  75]
  [ 43  58  78]
  [ 42  57  78]]

 [[168 157 137]
  [166 155 135]
  [157 147 128]
  ...
  [ 44  56  73]
  [ 44  54  72]
  [ 46  55  73]]

 [[154 143 125]
  [145 134 117]
  [166 157 139]
  ...
  [ 45  52  67]
  [ 48  52  65]
  [ 52  55  69]]]","[[[243 248 242]
  [245 250 244]
  [247 252 246]
  ...
  [165 208 240]
  [165 208 240]
  [165 208 240]]

 [[244 249 243]
  [245 250 244]
  [247 252 246]
  ...
  [165 208 240]
  [165 208 240]
  [165 208 240]]

 [[246 251 245]
  [246 251 245]
  [247 252 246]
  ...
  [167 208 238]
  [167 208 238]
  [167 208 238]]

 ...

 [[134 125 108]
  [137 128 111]
  [143 134 117]
  ...
  [ 49  62  78]
  [ 50  63  79]
  [ 48  61  77]]

 [[130 121 104]
  [152 143 126]
  [157 148 131]
  ...
  [ 51  64  80]
  [ 56  69  85]
  [ 52  65  81]]

 [[150 141 124]
  [150 141 124]
  [138 129 112]
  ...
  [ 48  61  77]
  [ 53  66  82]
  [ 52  65  81]]]","[[[123 183 220]
  [125 185 222]
  [127 187 224]
  ...
  [102 171 213]
  [102 171 213]
  [102 171 213]]

 [[123 183 220]
  [125 185 222]
  [126 186 223]
  ...
  [103 170 213]
  [103 170 213]
  [103 170 213]]

 [[125 183 221]
  [127 185 223]
  [126 184 222]
  ...
  [104 171 214]
  [104 171 214]
  [104 171 214]]

 ...

 [[166 155 133]
  [160 149 127]
  [162 151 129]
  ...
  [ 27  37  49]
  [ 26  36  48]
  [ 22  32  44]]

 [[161 150 128]
  [159 148 126]
  [162 151 129]
  ...
  [ 25  35  47]
  [ 25  35  47]
  [ 25  35  47]]

 [[162 151 129]
  [161 150 128]
  [157 146 124]
  ...
  [ 23  33  45]
  [ 26  36  48]
  [ 29  39  51]]]"
155,25078779,3,3,72,139,23080,2014,"[[[241 241 241]
  [240 240 240]
  [241 241 241]
  ...
  [236 244 247]
  [235 243 246]
  [234 242 245]]

 [[241 241 241]
  [240 240 240]
  [241 241 241]
  ...
  [236 243 246]
  [235 242 245]
  [234 241 245]]

 [[240 240 240]
  [239 239 239]
  [240 240 240]
  ...
  [237 242 246]
  [236 241 245]
  [235 240 244]]

 ...

 [[116 108  95]
  [107  99  86]
  [116 108  95]
  ...
  [133 117 104]
  [133 117 104]
  [131 115 102]]

 [[119 111  98]
  [120 112  99]
  [126 118 105]
  ...
  [132 116 103]
  [132 116 103]
  [130 114 101]]

 [[121 113 100]
  [123 115 102]
  [124 116 103]
  ...
  [132 116 103]
  [132 116 103]
  [130 114 101]]]","[[[202 200 205]
  [202 200 205]
  [202 200 205]
  ...
  [223 222 227]
  [223 222 227]
  [223 222 227]]

 [[202 200 203]
  [202 200 203]
  [202 200 203]
  ...
  [223 222 227]
  [223 222 227]
  [223 222 227]]

 [[202 200 203]
  [202 200 203]
  [202 200 203]
  ...
  [223 222 227]
  [223 222 227]
  [223 222 227]]

 ...

 [[100  93  75]
  [ 63  56  38]
  [102  95  78]
  ...
  [135 125 101]
  [103  91  70]
  [103  89  70]]

 [[ 98  91  72]
  [ 93  86  68]
  [106  99  82]
  ...
  [121 114  89]
  [111 104  83]
  [137 127 110]]

 [[111 104  85]
  [109 102  84]
  [126 120 103]
  ...
  [ 95  90  66]
  [121 115  96]
  [142 135 121]]]","[[[250 249 245]
  [251 250 246]
  [252 251 247]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 [[250 249 245]
  [250 249 245]
  [251 250 246]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 [[249 248 244]
  [250 249 245]
  [251 250 246]
  ...
  [243 243 243]
  [243 243 243]
  [243 243 243]]

 ...

 [[ 74  94 103]
  [ 67  87  96]
  [ 70  90  99]
  ...
  [126 102  78]
  [ 98  74  50]
  [113  89  65]]

 [[ 71  91 100]
  [ 69  89  98]
  [ 72  92 101]
  ...
  [142 118  94]
  [135 111  87]
  [133 109  85]]

 [[ 73  93 102]
  [ 73  93 102]
  [ 70  90  99]
  ...
  [163 139 115]
  [152 128 104]
  [146 122  98]]]"
156,25290689,2,3,72,140,7885,2005,"[[[ 36  41  47]
  [ 34  39  45]
  [ 42  47  53]
  ...
  [207 219 235]
  [207 219 235]
  [207 219 235]]

 [[ 31  36  43]
  [ 32  37  43]
  [ 33  38  44]
  ...
  [208 220 236]
  [208 220 236]
  [208 220 236]]

 [[ 31  35  44]
  [ 32  36  45]
  [ 30  34  43]
  ...
  [208 220 236]
  [208 220 236]
  [208 220 236]]

 ...

 [[210 203 187]
  [206 199 183]
  [205 198 182]
  ...
  [210 202 191]
  [212 204 193]
  [207 199 188]]

 [[211 204 188]
  [210 203 187]
  [212 205 189]
  ...
  [204 196 185]
  [209 201 190]
  [208 200 189]]

 [[202 195 179]
  [205 198 182]
  [218 211 195]
  ...
  [208 200 189]
  [208 200 189]
  [209 201 190]]]","[[[230 230 228]
  [231 231 229]
  [229 229 227]
  ...
  [ 31  31  41]
  [ 32  32  44]
  [ 33  33  45]]

 [[230 230 228]
  [231 231 229]
  [230 230 228]
  ...
  [ 31  31  41]
  [ 32  32  43]
  [ 32  32  44]]

 [[229 229 227]
  [231 231 229]
  [231 231 229]
  ...
  [ 30  30  40]
  [ 31  31  43]
  [ 32  32  44]]

 ...

 [[184 174 172]
  [184 174 172]
  [187 177 175]
  ...
  [138 101  75]
  [138 101  75]
  [138 101  75]]

 [[185 175 173]
  [184 174 172]
  [186 176 174]
  ...
  [139 102  76]
  [139 102  76]
  [139 102  76]]

 [[188 178 176]
  [187 177 175]
  [186 176 174]
  ...
  [139 102  75]
  [139 102  75]
  [139 102  75]]]","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [221 222 224]
  [222 223 225]
  [223 224 226]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [220 221 223]
  [221 222 224]
  [222 223 225]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [220 221 224]
  [220 221 223]
  [219 220 223]]

 ...

 [[156 144 121]
  [157 145 122]
  [158 146 123]
  ...
  [ 89  87  88]
  [ 93  91  92]
  [ 88  86  87]]

 [[157 144 126]
  [159 146 128]
  [151 138 120]
  ...
  [ 91  89  90]
  [ 91  89  90]
  [ 91  89  90]]

 [[146 133 117]
  [145 132 116]
  [134 121 105]
  ...
  [ 88  86  87]
  [ 90  88  89]
  [ 92  90  91]]]"
