listing_id,year,make,model,damage,est_value,full_label,listing_url,image1_url,image2_url,image3_url,image4_url
26152080,2010,ACURA,TSX,REAR END,5009,2010 ACURA TSX,https://www.copart.com/lot/26152080,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/7cfc152c-93ac-423e-aa1e-4783fc3da896.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/7e56d6c4-bb09-4224-aae8-6cf95c4d2b4c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/450683bb-4b2f-4de2-a944-491470ccd451.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/0454e1e8-082a-4a11-ae05-7746d65c409d.JPG
26196420,2009,ACURA,TSX,FRONT END,6324,2009 ACURA TSX,https://www.copart.com/lot/26196420,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/b1624e25-3b4b-4ad9-a920-06032f1a50b2.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/a4b3d9a8-cc00-4566-b98c-13dfa495ad1a.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/b79e017a-f40f-416b-9d44-6ef7907a2613.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/2d3a6624-04c2-4b36-8889-1ea79202c7ea.JPG
26239650,2014,ACURA,MDX TECHNO,REAR END,23823,2014 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/26239650,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/a72144c3-5702-4535-ba44-6de32469c579.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/9c783f14-ebe6-442e-8f8c-417d45d52247.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/be13e9dc-940f-4d45-bd7d-6c14980bcf2e.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/84531901-567b-42e2-8477-aa771760a106.JPG
26323940,2002,ACURA,MDX,SIDE,2468,2002 ACURA MDX,https://www.copart.com/lot/26323940,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX237/a6fc903b-7701-465c-bf2c-a42f91804130.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX237/77c79c43-2b61-43a3-b981-c3768e63e7f9.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX237/dca7ea27-381f-43d7-862a-a3c75a90ece7.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX237/cb2dab42-2149-4451-9a69-5d5f3c4db9e0.JPG
26381640,2006,ACURA,3.2TL,FRONT END,4105,2006 ACURA 3.2TL,https://www.copart.com/lot/26381640,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/3dbb8cc4-0b51-41cd-b1fa-3bcdcd893493.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/07f401b8-8689-4fda-8681-caf68e14eeb3.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/f0832c79-cd77-4f60-a28d-2b25c149c6ba.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX236/2dc6538c-beb7-43a9-8cfb-c811866cac59.JPG
26519120,2013,ACURA,RDX TECHNO,SIDE,18572,2013 ACURA RDX TECHNOLOGY,https://www.copart.com/lot/26519120,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/b9ebe038-a1bd-4a03-8167-ab6c26326bea.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/ea4df070-f9ee-4746-90db-94210a5940c1.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/ed6f9d9d-8295-4f1f-a524-37cb5aeedd6d.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/18701371-7393-45c2-a538-72ea1b1b3644.JPG
26550830,2010,ACURA,TL,FRONT END,7625,2010 ACURA TL,https://www.copart.com/lot/26550830,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/00e44973-1d04-4a67-b475-beafde2eceb9.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/bf25dc44-3f03-4a6c-b3e2-2bc7e8a5e38c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/2f30c2ee-daf4-40b4-9156-7db02dee3a6a.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/f85991bb-052a-4f84-871f-a7f078fa063b.JPG
26698130,2010,ACURA,TSX,ALL OVER,4788,2010 ACURA TSX,https://www.copart.com/lot/26698130,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/7b0f84f1-de3c-41ec-82ce-a44ace9f9a99.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/1545dae5-cd53-416d-b535-aa65b1f2f71b.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/45723b3e-8838-478b-9574-2735e0fe74d6.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/c7378b8c-2d20-42f3-8a32-6bd86ad03f67.JPG
26703920,2009,ACURA,TSX,FRONT END,7360,2009 ACURA TSX,https://www.copart.com/lot/26703920,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/b72264a1-46c1-4ed3-85e8-75c5d0f6c846.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/f14d6b55-09cd-4c26-bd3c-a80500368c6f.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/9f6fc246-484f-4eab-b0f2-f6ea7e3c9cca.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/eb165621-0e65-4454-a5e3-875ba571fcf1.JPG
26736930,2001,ACURA,3.2CL,REAR END,779,2001 ACURA 3.2CL,https://www.copart.com/lot/26736930,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/c53d4ad3-7ae8-4bff-8731-e429bdd0f0e3.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/2c0a5025-eba3-4d44-8d19-457f2c78b22c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/00b18313-1032-4679-a3a4-92e3e6bb958b.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX238/81615d6b-1b47-42f6-b0ca-23e27ad01f18.JPG
26803230,2019,ACURA,TLX,FRONT END,30785,2019 ACURA TLX,https://www.copart.com/lot/26803230,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/ebdb44be-da03-42a4-b8c7-dbea8a90391f.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/1e1be579-c980-4a18-a168-a32e2959f967.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/34da32f2-384f-4c7e-8fe8-34928b3c338b.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX239/b05c37fe-52eb-4d59-8075-736576dc7017.JPG
27008700,2008,ACURA,MDX TECHNO,FRONT END,9906,2008 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27008700,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/9a0d9de8-3cfc-43a3-a699-c35b7f20f64f.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/e1c3fd63-88d6-45c2-aac8-c3d4db8e507c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/fa5043e8-7f9f-4b1d-a149-e6ad75fd0342.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/46912603-803d-4760-811b-11e019abda8f.JPG
27095060,2007,ACURA,MDX TECHNO,REAR END,5142,2007 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27095060,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/e2caf20e-e64a-4d75-b91f-7c7bd04e0d05.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/dad1395d-fd38-449a-83c3-69600bf05a83.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/cd2b151f-d287-49fa-8e45-ae79fafb5fe4.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/ee6a0fe7-4f42-47ee-92a2-2432c6ae2e82.JPG
27202990,2014,ACURA,ILX 20,SIDE,13195,2014 ACURA ILX 20,https://www.copart.com/lot/27202990,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/d2d25f8b-ff2e-4bc7-9a09-edc93ba495ce.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/df18b547-d924-4659-8854-cee6a32254c9.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/b3b052fb-2a27-40a2-a869-e9f06f530f42.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/b23d7fdf-c63a-4c3d-93df-7fc34d8a551a.JPG
27206860,2004,ACURA,TL,REAR END,2521,2004 ACURA TL,https://www.copart.com/lot/27206860,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/6f307cc0-80f6-4973-8728-5e455ccd1980.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/9746941f-021a-4cc3-b335-e052c6a4ed34.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/24aae5fd-75db-405c-9895-34febe51b8f3.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/531920d5-f796-4b1c-8e7a-145982b0675b.JPG
27211820,2004,ACURA,MDX TOURIN,FRONT END,3415,2004 ACURA MDX TOURING,https://www.copart.com/lot/27211820,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/57dfeac9-da2e-48ba-87da-8c0e6750ff26.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/7a1328c7-75eb-4866-a1b9-43332648b255.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/ff01ce5e-54b0-4c5c-b961-c497640d534d.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/3b802da2-489d-4a65-9062-3a2bf354f3ea.JPG
27306150,2004,ACURA,TL,FRONT END,2524,2004 ACURA TL,https://www.copart.com/lot/27306150,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/70fc6ec7-6329-4195-9d13-58acf5d69171.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/09f0cffe-5e00-4370-8b07-5dd26522d27b.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/d78dc786-dffc-4a42-8954-77164437c46d.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/b7816fc6-533b-4b27-8aac-384c66580a0b.JPG
27314810,2016,ACURA,RDX,FRONT END,22798,2016 ACURA RDX,https://www.copart.com/lot/27314810,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/7d838819-f887-4d53-b867-bf136e092e72.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/83ac6257-5c9d-454d-8b98-e1a6125d19b8.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/74371b73-17d5-4f9d-b191-193277616df5.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/8ca07c16-99b5-4dde-a41f-5d1903957ece.JPG
27354470,2016,ACURA,MDX TECHNO,FRONT END,27079,2016 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27354470,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/285c4615-62ba-47a8-882d-3880e87db80b.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/2adb6673-c2c9-44a3-ac36-f6e8af731a69.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/51cf8c94-6bd6-4f31-a13f-8986807abcc6.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX240/dea1bc08-08bc-439c-8163-4001878479d4.JPG
27426960,2005,ACURA,TL,REAR END,3610,2005 ACURA TL,https://www.copart.com/lot/27426960,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/99350dd0-38ee-42d9-bba5-0e5efab53a9f.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/ccea38f7-b330-4f51-a482-abaeb58e7c64.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/90647bce-ed04-465f-8f43-87a561d7e4d3.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/76ef7a9b-5cbf-4365-9974-d65e11686809.JPG
27446160,2007,ACURA,MDX SPORT,SIDE,7090,2007 ACURA MDX SPORT,https://www.copart.com/lot/27446160,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/9fef954f-dbc9-43fb-a598-5f26a7967c78.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/6c7f7683-61cc-4f23-92b4-16b1bb259360.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/c642ffbc-3e65-4da5-99ad-7b0d0a494a8e.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/23d72e4c-1402-4981-881b-127f3e99025a.JPG
27459490,2013,ACURA,RDX TECHNO,FRONT END,13892,2013 ACURA RDX TECHNOLOGY,https://www.copart.com/lot/27459490,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/18bb1048-f0fe-44bc-b74c-145b140d4313.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/fdb5186b-9bcb-4ea2-bf07-fcbde3fea4e6.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/cbef7fb1-583b-4b70-ba41-d5f3515e94f8.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/87487eda-8c81-42f5-995d-da4605ae10b6.JPG
27523180,2016,ACURA,MDX TECHNO,REAR END,28179,2016 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27523180,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/53d13c3b-b25d-4084-a920-2abb7584674f.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/2ac75816-8701-4d12-bb85-9e8990615e40.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/d3c3a09f-f33e-44e2-ae6e-1f7bbb39a3db.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/a3eef2db-e42d-48ba-8c51-bd7fd831126c.JPG
27548680,2009,ACURA,MDX TECHNO,FRONT END,6411,2009 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27548680,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/50dd349b-0dae-4c4f-aa6b-abf93bec93b5.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/f13e82b4-d4ab-4314-a6ac-dbc68df829a3.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/967eb800-4c64-4c4d-8c6d-acd456a31fb7.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/b2a5b4b6-e888-458d-b1ce-fc62a2505aea.JPG
27554510,2014,ACURA,ILX 20 TEC,REAR END,13036,2014 ACURA ILX 20 TECH,https://www.copart.com/lot/27554510,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/e7d11b64-e2a9-4e66-b1ac-4731406b4b4e.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/6933f775-9dcc-4d2b-950d-c954fb5a197c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/8e5043d6-9bee-4df5-81e8-c032564fe791.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX244/69188d22-2a33-44c2-8e73-201342410e85.JPG
27571970,2017,ACURA,MDX TECHNO,SIDE,33689,2017 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27571970,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/b8254807-0740-47b5-82a5-4f1e031dba4c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/b4511080-6b6e-41f1-9ed9-a9b5afd4d5a0.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/79e3a498-a09c-4fe4-bbe4-4508a2a91359.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/61e45ec2-031d-4d1d-8a2e-c330adec4169.JPG
27581210,2013,ACURA,MDX,REAR END,14974,2013 ACURA MDX,https://www.copart.com/lot/27581210,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/a46d348d-b839-4ff0-9265-9f62e1cf1c53.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/1e4dd3aa-662b-4fa7-ac16-110ac0b409e9.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/413ef87d-60af-46e8-98bb-acd26dec385e.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/971ed249-4058-4398-aa00-566ce7a64f1f.JPG
27592200,2010,ACURA,TSX,FRONT END,8637,2010 ACURA TSX,https://www.copart.com/lot/27592200,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/978f9859-619c-4851-a494-17badef70523.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/57d70128-67c0-46cc-8834-4ead430039f5.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/21b640db-1a9d-4753-83f4-3a338560497d.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/54230335-f55f-4789-b82f-3578c3440f96.JPG
27638180,1998,ACURA,3.0CL,FRONT END,1268,1998 ACURA 3.0CL,https://www.copart.com/lot/27638180,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/b0b453b4-3824-44eb-b7bd-db3dfd2f9d1c.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/92485162-79af-4116-98bb-7055a0ef24f7.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/34b5e695-3e42-4b09-b57a-b6c95e0e6b23.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX241/fe016e95-08cc-4f51-be3f-dadacb054be0.JPG
27684410,2013,ACURA,RDX,VANDALISM,16665,2013 ACURA RDX,https://www.copart.com/lot/27684410,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/36ea3dfc-88ef-45a1-8127-b5c8d5480600.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/8daea971-4d82-4969-9677-f27a7fc2e06f.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/c5b7f275-563b-49bd-a98e-2704a444a810.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX242/7723cd3c-1a5d-41b2-bcdc-fa07bb517b37.JPG
27704220,2004,ACURA,TSX,REAR END,4800,2004 ACURA TSX,https://www.copart.com/lot/27704220,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/70fbba5b-d8b1-495d-86f2-eaff83248e2a.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/a8a19994-da45-48b7-b435-989da7280fac.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/4f1330fb-d6cc-4736-bfb9-994287cb289a.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/cb730dd9-af66-48d3-a6a0-b91a1bb1e78d.JPG
27725310,2008,ACURA,MDX TECHNO,FRONT END,6682,2008 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/27725310,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/c8e7d09e-8752-4955-b008-6cfcbf6355f2.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/3ad65c91-378f-4c7d-b63d-09e1e5110342.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/9d4c9745-ee65-475b-b3c6-0fe646b6badf.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/2083da50-61d0-4d66-87dc-c13ecff2dc11.JPG
27755150,2011,ACURA,TL,SIDE,7348,2011 ACURA TL,https://www.copart.com/lot/27755150,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/6dfc134e-2d02-4efe-a7dc-12b6cd2bd0fd.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/baaa95e5-cabc-4ad4-b0df-47e5f03f10fb.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/7fb4a167-9503-4c18-97a2-e949269dade5.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX245/c2259a12-7e61-419e-a7ca-bdd1e3dce058.JPG
27813370,2014,ACURA,ILX 24 PRE,FRONT END,11429,2014 ACURA ILX 24 PREMIUM,https://www.copart.com/lot/27813370,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/150870e4-a01e-441b-ba12-7b9491f642b3.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/9f3ba290-6903-4ef8-9b0e-38b2d5a688ac.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/c19800f0-4f5d-4642-9883-e53744542673.JPG,https://cs.copart.com/v1/AUTH_svc.pdoc00001/PIX243/8e57afa2-85cf-4198-b373-64a3062891e5.JPG
